"Notes","Race","Race Code","State","State Code","Year","Year Code","ICD-10 113 Cause List","ICD-10 113 Cause List Code",Deaths,Population,Crude Rate
,"White","2106-3","New York","36","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",37,14007968,0.3
,"White","2106-3","New York","36","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",24,14023221,0.2
,"White","2106-3","New York","36","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",24,14023221,0.2
,"White","2106-3","New York","36","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",32,13837347,0.2
,"White","2106-3","New York","36","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",31,13837347,0.2
,"White","2106-3","New York","36","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",40,13767670,0.3
,"White","2106-3","New York","36","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",39,13767670,0.3
,"White","2106-3","New York","36","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",39,13619969,0.3
,"White","2106-3","New York","36","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",39,13619969,0.3
,"White","2106-3","North Carolina","37","2005","2005","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,6456650,Unreliable
,"White","2106-3","North Carolina","37","2005","2005","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,6456650,Unreliable
,"White","2106-3","North Carolina","37","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,6939518,Unreliable
,"White","2106-3","North Carolina","37","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,6939518,Unreliable
,"White","2106-3","North Carolina","37","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,7210010,Unreliable
,"White","2106-3","North Carolina","37","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,7210010,Unreliable
,"White","2106-3","North Carolina","37","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",25,7259904,0.3
,"White","2106-3","North Carolina","37","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",24,7259904,0.3
,"White","2106-3","North Carolina","37","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",21,7315221,0.3
,"White","2106-3","North Carolina","37","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,7315221,0.3
,"White","2106-3","North Carolina","37","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,7390201,Unreliable
,"White","2106-3","North Carolina","37","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,7390201,Unreliable
,"White","2106-3","North Carolina","37","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,7451579,Unreliable
,"White","2106-3","North Carolina","37","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,7451579,Unreliable
,"White","2106-3","North Carolina","37","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",21,7520342,0.3
,"White","2106-3","North Carolina","37","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,7520342,0.3
,"White","2106-3","North Carolina","37","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",23,7575561,0.3
,"White","2106-3","North Carolina","37","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",22,7575561,0.3
,"White","2106-3","Ohio","39","2000","2000","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,9812402,Unreliable
,"White","2106-3","Ohio","39","2000","2000","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,9812402,Unreliable
,"White","2106-3","Ohio","39","2007","2007","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",21,9789179,0.2
,"White","2106-3","Ohio","39","2007","2007","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,9789179,0.2
,"White","2106-3","Ohio","39","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,9781972,Unreliable
,"White","2106-3","Ohio","39","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,9781972,Unreliable
,"White","2106-3","Ohio","39","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",41,9775738,0.4
,"White","2106-3","Ohio","39","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",40,9775738,0.4
,"White","2106-3","Ohio","39","2010","2010","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",31,9767820,0.3
,"White","2106-3","Ohio","39","2010","2010","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",30,9767820,0.3
,"White","2106-3","Ohio","39","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",27,9759657,0.3
,"White","2106-3","Ohio","39","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",27,9759657,0.3
,"White","2106-3","Ohio","39","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",21,9739254,0.2
,"White","2106-3","Ohio","39","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,9739254,0.2
,"White","2106-3","Ohio","39","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,9741342,Unreliable
,"White","2106-3","Ohio","39","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",15,9741342,Unreliable
,"White","2106-3","Ohio","39","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,9733011,Unreliable
,"White","2106-3","Ohio","39","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,9733011,Unreliable
,"White","2106-3","Ohio","39","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",23,9722459,0.2
,"White","2106-3","Ohio","39","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",23,9722459,0.2
,"White","2106-3","Ohio","39","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",28,9697106,0.3
,"White","2106-3","Ohio","39","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",28,9697106,0.3
,"White","2106-3","Ohio","39","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",31,9702995,0.3
,"White","2106-3","Ohio","39","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",30,9702995,0.3
,"White","2106-3","Ohio","39","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",18,9698709,Unreliable
,"White","2106-3","Ohio","39","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",18,9698709,Unreliable
,"White","2106-3","Ohio","39","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",33,9682405,0.3
,"White","2106-3","Ohio","39","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",33,9682405,0.3
,"White","2106-3","Ohio","39","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",28,9653181,0.3
,"White","2106-3","Ohio","39","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",28,9653181,0.3
,"White","2106-3","Oklahoma","40","2004","2004","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,2833383,Unreliable
,"White","2106-3","Oklahoma","40","2004","2004","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,2833383,Unreliable
,"White","2106-3","Oklahoma","40","2005","2005","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,2845221,Unreliable
,"White","2106-3","Oklahoma","40","2005","2005","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,2845221,Unreliable
,"White","2106-3","Oklahoma","40","2006","2006","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,2873569,Unreliable
,"White","2106-3","Oklahoma","40","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,2917406,Unreliable
,"White","2106-3","Oklahoma","40","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,2917406,Unreliable
,"White","2106-3","Oklahoma","40","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,2946778,Unreliable
,"White","2106-3","Oklahoma","40","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",18,2946778,Unreliable
,"White","2106-3","Oklahoma","40","2010","2010","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,2965869,Unreliable
,"White","2106-3","Oklahoma","40","2010","2010","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",16,2965869,Unreliable
,"White","2106-3","Oklahoma","40","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",15,2991048,Unreliable
,"White","2106-3","Oklahoma","40","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",15,2991048,Unreliable
,"White","2106-3","Oklahoma","40","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,3003118,Unreliable
,"White","2106-3","Oklahoma","40","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,3003118,Unreliable
,"White","2106-3","Oklahoma","40","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,3024255,Unreliable
,"White","2106-3","Oklahoma","40","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,3024255,Unreliable
,"White","2106-3","Oklahoma","40","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,3054808,Unreliable
,"White","2106-3","Oklahoma","40","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,3054808,Unreliable
,"White","2106-3","Oklahoma","40","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,3051867,Unreliable
,"White","2106-3","Oklahoma","40","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,3051867,Unreliable
,"White","2106-3","Oklahoma","40","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,3056708,Unreliable
,"White","2106-3","Oklahoma","40","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,3056708,Unreliable
,"White","2106-3","Oklahoma","40","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,3061110,Unreliable
,"White","2106-3","Oregon","41","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,3505165,Unreliable
,"White","2106-3","Oregon","41","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,3544037,Unreliable
,"White","2106-3","Oregon","41","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,3544037,Unreliable
,"White","2106-3","Oregon","41","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,3697722,Unreliable
,"White","2106-3","Oregon","41","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,3697722,Unreliable
,"White","2106-3","Oregon","41","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,3762475,Unreliable
,"White","2106-3","Oregon","41","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,3762475,Unreliable
,"White","2106-3","Pennsylvania","42","1999","1999","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,10734583,Unreliable
,"White","2106-3","Pennsylvania","42","1999","1999","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,10734583,Unreliable
,"White","2106-3","Pennsylvania","42","2003","2003","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,10711817,Unreliable
,"White","2106-3","Pennsylvania","42","2003","2003","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,10711817,Unreliable
,"White","2106-3","Pennsylvania","42","2005","2005","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,10707324,Unreliable
,"White","2106-3","Pennsylvania","42","2006","2006","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",23,10724159,0.2
,"White","2106-3","Pennsylvania","42","2006","2006","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",23,10724159,0.2
,"White","2106-3","Pennsylvania","42","2007","2007","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",24,10735235,0.2
,"White","2106-3","Pennsylvania","42","2007","2007","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",24,10735235,0.2
,"White","2106-3","Pennsylvania","42","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",17,10743098,Unreliable
,"White","2106-3","Pennsylvania","42","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",17,10743098,Unreliable
,"White","2106-3","Pennsylvania","42","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",23,10758201,0.2
,"White","2106-3","Pennsylvania","42","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",23,10758201,0.2
,"White","2106-3","Pennsylvania","42","2010","2010","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",20,10766954,0.2
,"White","2106-3","Pennsylvania","42","2010","2010","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",20,10766954,0.2
,"White","2106-3","Pennsylvania","42","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",15,10779681,Unreliable
,"White","2106-3","Pennsylvania","42","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",15,10779681,Unreliable
,"White","2106-3","Pennsylvania","42","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",21,10766181,0.2
,"White","2106-3","Pennsylvania","42","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,10766181,0.2
,"White","2106-3","Pennsylvania","42","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",22,10743840,0.2
,"White","2106-3","Pennsylvania","42","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",22,10743840,0.2
,"White","2106-3","Pennsylvania","42","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",25,10716775,0.2
,"White","2106-3","Pennsylvania","42","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",24,10716775,0.2
,"White","2106-3","Pennsylvania","42","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",22,10695940,0.2
,"White","2106-3","Pennsylvania","42","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,10695940,0.2
,"White","2106-3","Pennsylvania","42","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",24,10656890,0.2
,"White","2106-3","Pennsylvania","42","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",24,10656890,0.2
,"White","2106-3","Pennsylvania","42","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",29,10637357,0.3
,"White","2106-3","Pennsylvania","42","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",29,10637357,0.3
,"White","2106-3","Pennsylvania","42","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",18,10609745,Unreliable
,"White","2106-3","Pennsylvania","42","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",18,10609745,Unreliable
,"White","2106-3","Pennsylvania","42","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",24,10583680,0.2
,"White","2106-3","Pennsylvania","42","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",24,10583680,0.2
,"White","2106-3","Pennsylvania","42","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,10530577,Unreliable
,"White","2106-3","Pennsylvania","42","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,10530577,Unreliable
,"White","2106-3","South Carolina","45","2007","2007","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,3068677,Unreliable
,"White","2106-3","South Carolina","45","2007","2007","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,3068677,Unreliable
,"White","2106-3","South Carolina","45","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,3129618,Unreliable
,"White","2106-3","South Carolina","45","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,3129618,Unreliable
,"White","2106-3","South Carolina","45","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,3174776,Unreliable
,"White","2106-3","South Carolina","45","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,3174776,Unreliable
,"White","2106-3","South Carolina","45","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,3390607,Unreliable
,"White","2106-3","South Carolina","45","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,3390607,Unreliable
,"White","2106-3","South Carolina","45","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,3441510,Unreliable
,"White","2106-3","South Carolina","45","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,3441510,Unreliable
,"White","2106-3","South Carolina","45","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,3531746,Unreliable
,"White","2106-3","South Carolina","45","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,3531746,Unreliable
,"White","2106-3","South Carolina","45","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,3581951,Unreliable
,"White","2106-3","South Carolina","45","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,3581951,Unreliable
,"White","2106-3","South Carolina","45","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,3631407,Unreliable
,"White","2106-3","South Carolina","45","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,3631407,Unreliable
,"White","2106-3","Tennessee","47","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",24,5178755,0.5
,"White","2106-3","Tennessee","47","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",23,5178755,0.4
,"White","2106-3","Tennessee","47","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,5202797,Unreliable
,"White","2106-3","Tennessee","47","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,5202797,Unreliable
,"White","2106-3","Tennessee","47","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",17,5235081,Unreliable
,"White","2106-3","Tennessee","47","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",17,5235081,Unreliable
,"White","2106-3","Tennessee","47","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",15,5267640,Unreliable
,"White","2106-3","Tennessee","47","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,5267640,Unreliable
,"White","2106-3","Tennessee","47","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,5305294,Unreliable
,"White","2106-3","Tennessee","47","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",16,5305294,Unreliable
,"White","2106-3","Tennessee","47","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",29,5350680,0.5
,"White","2106-3","Tennessee","47","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",29,5350680,0.5
,"White","2106-3","Tennessee","47","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,5391207,Unreliable
,"White","2106-3","Tennessee","47","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,5391207,Unreliable
,"White","2106-3","Tennessee","47","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",17,5432785,Unreliable
,"White","2106-3","Tennessee","47","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",17,5432785,Unreliable
,"White","2106-3","Tennessee","47","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",32,5475185,0.6
,"White","2106-3","Tennessee","47","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",31,5475185,0.6
,"White","2106-3","Texas","48","1999","1999","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",21,17358613,0.1
,"White","2106-3","Texas","48","1999","1999","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",20,17358613,0.1
,"White","2106-3","Texas","48","2000","2000","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",23,17575478,0.1
,"White","2106-3","Texas","48","2000","2000","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",23,17575478,0.1
,"White","2106-3","Texas","48","2001","2001","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",27,17922031,0.2
,"White","2106-3","Texas","48","2001","2001","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",25,17922031,0.1
,"White","2106-3","Texas","48","2002","2002","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",21,18192259,0.1
,"White","2106-3","Texas","48","2002","2002","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,18192259,0.1
,"White","2106-3","Texas","48","2003","2003","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",41,18440940,0.2
,"White","2106-3","Texas","48","2003","2003","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",39,18440940,0.2
,"White","2106-3","Texas","48","2004","2004","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",32,18705854,0.2
,"White","2106-3","Texas","48","2004","2004","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",31,18705854,0.2
,"White","2106-3","Texas","48","2005","2005","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",50,18980757,0.3
,"White","2106-3","Texas","48","2005","2005","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",49,18980757,0.3
,"White","2106-3","Texas","48","2006","2006","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",58,19346962,0.3
,"White","2106-3","Texas","48","2006","2006","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",58,19346962,0.3
,"White","2106-3","Texas","48","2007","2007","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",66,19694301,0.3
,"White","2106-3","Texas","48","2007","2007","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",62,19694301,0.3
,"White","2106-3","Texas","48","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",73,20037899,0.4
,"White","2106-3","Texas","48","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",69,20037899,0.3
,"White","2106-3","Texas","48","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",86,20386890,0.4
,"White","2106-3","Texas","48","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",86,20386890,0.4
,"White","2106-3","Texas","48","2010","2010","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",74,20624991,0.4
,"White","2106-3","Texas","48","2010","2010","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",74,20624991,0.4
,"White","2106-3","Texas","48","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",85,21020190,0.4
,"White","2106-3","Texas","48","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",83,21020190,0.4
,"White","2106-3","Texas","48","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",104,21261333,0.5
,"White","2106-3","Texas","48","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",104,21261333,0.5
,"White","2106-3","Texas","48","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",120,21512952,0.6
,"White","2106-3","Texas","48","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",118,21512952,0.5
,"White","2106-3","Texas","48","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",108,21851213,0.5
,"White","2106-3","Texas","48","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",107,21851213,0.5
,"White","2106-3","Texas","48","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",99,22188899,0.4
,"White","2106-3","Texas","48","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",98,22188899,0.4
,"White","2106-3","Texas","48","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",100,22447449,0.4
,"White","2106-3","Texas","48","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",98,22447449,0.4
,"White","2106-3","Texas","48","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",101,22728838,0.4
,"White","2106-3","Texas","48","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",100,22728838,0.4
,"White","2106-3","Texas","48","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",67,22961663,0.3
,"White","2106-3","Texas","48","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",66,22961663,0.3
,"White","2106-3","Texas","48","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",64,23152887,0.3
,"White","2106-3","Texas","48","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",61,23152887,0.3
,"White","2106-3","Texas","48","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",106,23314879,0.5
,"White","2106-3","Texas","48","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",102,23314879,0.4
,"White","2106-3","Utah","49","2006","2006","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,2374257,Unreliable
,"White","2106-3","Utah","49","2006","2006","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,2374257,Unreliable
,"White","2106-3","Utah","49","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,2697259,Unreliable
,"White","2106-3","Utah","49","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",16,2697259,Unreliable
,"White","2106-3","Utah","49","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,2730417,Unreliable
,"White","2106-3","Utah","49","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,2730417,Unreliable
