race,race_code,state,state_code,year,year_code,icd10_113_cause_list,icd10_113_cause_list_code,deaths,population,crude_rate
White,2106-3,California,6.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,48.0,28872300.0,0.2
White,2106-3,California,6.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,47.0,28872300.0,0.2
White,2106-3,California,6.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,56.0,29112206.0,0.2
White,2106-3,California,6.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,53.0,29112206.0,0.2
White,2106-3,California,6.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,57.0,29268218.0,0.2
White,2106-3,California,6.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,57.0,29268218.0,0.2
White,2106-3,California,6.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,63.0,29284600.0,0.2
White,2106-3,California,6.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,62.0,29284600.0,0.2
White,2106-3,California,6.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,62.0,29369542.0,0.2
White,2106-3,California,6.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,61.0,29369542.0,0.2
White,2106-3,California,6.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,53.0,29301825.0,0.2
White,2106-3,California,6.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,51.0,29301825.0,0.2
White,2106-3,California,6.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,45.0,29203765.0,0.2
White,2106-3,California,6.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,39.0,29203765.0,0.1
White,2106-3,California,6.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,59.0,28881215.0,0.2
White,2106-3,California,6.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,58.0,28881215.0,0.2
White,2106-3,Colorado,8.0,2003,2003.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,4127630.0,
White,2106-3,Colorado,8.0,2003,2003.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,4127630.0,
White,2106-3,Colorado,8.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,4712204.0,
White,2106-3,Colorado,8.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,4712204.0,
White,2106-3,Colorado,8.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,4779487.0,
White,2106-3,Colorado,8.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,4779487.0,
White,2106-3,Colorado,8.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,4932273.0,
White,2106-3,Colorado,8.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,4982527.0,
White,2106-3,Colorado,8.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,4982527.0,
White,2106-3,Colorado,8.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,5099538.0,
White,2106-3,Colorado,8.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,5099538.0,
White,2106-3,Colorado,8.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,5130909.0,
White,2106-3,Colorado,8.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,5130909.0,
White,2106-3,Florida,12.0,1999,1999.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,12978723.0,
White,2106-3,Florida,12.0,1999,1999.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,12978723.0,
White,2106-3,Florida,12.0,2000,2000.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,13132090.0,
White,2106-3,Florida,12.0,2000,2000.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,13132090.0,
White,2106-3,Florida,12.0,2002,2002.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,13623576.0,
White,2106-3,Florida,12.0,2002,2002.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,13623576.0,
White,2106-3,Florida,12.0,2004,2004.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,14131892.0,
White,2106-3,Florida,12.0,2004,2004.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,14131892.0,
White,2106-3,Florida,12.0,2005,2005.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,35.0,14428647.0,0.2
White,2106-3,Florida,12.0,2005,2005.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,34.0,14428647.0,0.2
White,2106-3,Florida,12.0,2006,2006.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,21.0,14634243.0,0.1
White,2106-3,Florida,12.0,2006,2006.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,14634243.0,0.1
White,2106-3,Florida,12.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,28.0,14750985.0,0.2
White,2106-3,Florida,12.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,28.0,14750985.0,0.2
White,2106-3,Florida,12.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,14832937.0,
White,2106-3,Florida,12.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,14832937.0,
White,2106-3,Florida,12.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,46.0,14894191.0,0.3
White,2106-3,Florida,12.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,40.0,14894191.0,0.3
White,2106-3,Florida,12.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,26.0,14989125.0,0.2
White,2106-3,Florida,12.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,14989125.0,0.1
White,2106-3,Florida,12.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,15148280.0,0.2
White,2106-3,Florida,12.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,15148280.0,0.1
White,2106-3,Florida,12.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,31.0,15316649.0,0.2
White,2106-3,Florida,12.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,31.0,15316649.0,0.2
White,2106-3,Florida,12.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,53.0,15470380.0,0.3
White,2106-3,Florida,12.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,50.0,15470380.0,0.3
White,2106-3,Florida,12.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,33.0,15699343.0,0.2
White,2106-3,Florida,12.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,32.0,15699343.0,0.2
White,2106-3,Florida,12.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,41.0,15971454.0,0.3
White,2106-3,Florida,12.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,39.0,15971454.0,0.2
White,2106-3,Florida,12.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,31.0,16228615.0,0.2
White,2106-3,Florida,12.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,30.0,16228615.0,0.2
White,2106-3,Florida,12.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,26.0,16488470.0,0.2
White,2106-3,Florida,12.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,26.0,16488470.0,0.2
White,2106-3,Florida,12.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,32.0,16721748.0,0.2
White,2106-3,Florida,12.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,31.0,16721748.0,0.2
White,2106-3,Florida,12.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,37.0,16854502.0,0.2
White,2106-3,Florida,12.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,35.0,16854502.0,0.2
White,2106-3,Florida,12.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,28.0,17016011.0,0.2
White,2106-3,Florida,12.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,27.0,17016011.0,0.2
White,2106-3,Georgia,13.0,1999,1999.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,5503608.0,
White,2106-3,Georgia,13.0,2000,2000.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5572036.0,
White,2106-3,Georgia,13.0,2000,2000.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5572036.0,
White,2106-3,Georgia,13.0,2001,2001.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,5668444.0,
White,2106-3,Georgia,13.0,2001,2001.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,5668444.0,
White,2106-3,Georgia,13.0,2002,2002.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5727405.0,
White,2106-3,Georgia,13.0,2003,2003.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,5776586.0,
White,2106-3,Georgia,13.0,2003,2003.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,5776586.0,
White,2106-3,Georgia,13.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,6223554.0,
White,2106-3,Georgia,13.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,6223554.0,
White,2106-3,Georgia,13.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,6280506.0,
White,2106-3,Georgia,13.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,6280506.0,
White,2106-3,Georgia,13.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,6317264.0,
White,2106-3,Georgia,13.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,6317264.0,
White,2106-3,Georgia,13.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,43.0,6329913.0,0.7
White,2106-3,Georgia,13.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,42.0,6329913.0,0.7
White,2106-3,Georgia,13.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,55.0,6358763.0,0.9
White,2106-3,Georgia,13.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,55.0,6358763.0,0.9
White,2106-3,Georgia,13.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,47.0,6392399.0,0.7
White,2106-3,Georgia,13.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,46.0,6392399.0,0.7
White,2106-3,Georgia,13.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,27.0,6410781.0,0.4
White,2106-3,Georgia,13.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,27.0,6410781.0,0.4
White,2106-3,Georgia,13.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,26.0,6444657.0,0.4
White,2106-3,Georgia,13.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,26.0,6444657.0,0.4
White,2106-3,Georgia,13.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,26.0,6466753.0,0.4
White,2106-3,Georgia,13.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,25.0,6466753.0,0.4
White,2106-3,Georgia,13.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,6501503.0,
White,2106-3,Georgia,13.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,6501503.0,
White,2106-3,Georgia,13.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,6514563.0,
White,2106-3,Georgia,13.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,6514563.0,
White,2106-3,Idaho,16.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,1496784.0,
White,2106-3,Idaho,16.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,1496784.0,
White,2106-3,Illinois,17.0,2000,2000.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,9981520.0,
White,2106-3,Illinois,17.0,2000,2000.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,9981520.0,
White,2106-3,Illinois,17.0,2001,2001.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,10015499.0,
White,2106-3,Illinois,17.0,2001,2001.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,10015499.0,
White,2106-3,Illinois,17.0,2006,2006.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,10054436.0,
White,2106-3,Illinois,17.0,2006,2006.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,10054436.0,
White,2106-3,Illinois,17.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,10078343.0,
White,2106-3,Illinois,17.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,10078343.0,
White,2106-3,Illinois,17.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,10102663.0,0.2
White,2106-3,Illinois,17.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,10102663.0,
White,2106-3,Illinois,17.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,10123738.0,
White,2106-3,Illinois,17.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,10123738.0,
White,2106-3,Illinois,17.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,10136715.0,
White,2106-3,Illinois,17.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,10136715.0,
White,2106-3,Illinois,17.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25.0,10152278.0,0.2
White,2106-3,Illinois,17.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,25.0,10152278.0,0.2
White,2106-3,Illinois,17.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,10140667.0,
White,2106-3,Illinois,17.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,17.0,10140667.0,
White,2106-3,Illinois,17.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,10129482.0,0.2
White,2106-3,Illinois,17.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,10129482.0,
White,2106-3,Illinois,17.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,10101430.0,
White,2106-3,Illinois,17.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,10101430.0,
White,2106-3,Illinois,17.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,10058772.0,0.2
White,2106-3,Illinois,17.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,20.0,10058772.0,0.2
White,2106-3,Illinois,17.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,10006563.0,
White,2106-3,Illinois,17.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,10006563.0,
White,2106-3,Illinois,17.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,22.0,9988400.0,0.2
White,2106-3,Illinois,17.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,9988400.0,0.2
White,2106-3,Illinois,17.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,9917646.0,
White,2106-3,Illinois,17.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,9917646.0,
White,2106-3,Illinois,17.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,9854559.0,
White,2106-3,Illinois,17.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,9854559.0,
White,2106-3,Illinois,17.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,9751287.0,0.2
White,2106-3,Illinois,17.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,23.0,9751287.0,0.2
White,2106-3,Indiana,18.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,5664810.0,
White,2106-3,Indiana,18.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,5664810.0,
White,2106-3,Indiana,18.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,5681764.0,
White,2106-3,Indiana,18.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,5681764.0,
White,2106-3,Indiana,18.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5693566.0,
White,2106-3,Indiana,18.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5693566.0,
White,2106-3,Indiana,18.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,36.0,5711984.0,0.6
White,2106-3,Indiana,18.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,35.0,5711984.0,0.6
White,2106-3,Indiana,18.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,32.0,5717757.0,0.6
White,2106-3,Indiana,18.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,31.0,5717757.0,0.5
White,2106-3,Indiana,18.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,5732863.0,0.4
White,2106-3,Indiana,18.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,23.0,5732863.0,0.4
White,2106-3,Indiana,18.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,30.0,5740600.0,0.5
White,2106-3,Indiana,18.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,30.0,5740600.0,0.5
White,2106-3,Indiana,18.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,40.0,5745559.0,0.7
White,2106-3,Indiana,18.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,40.0,5745559.0,0.7
White,2106-3,Indiana,18.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,43.0,5744213.0,0.7
White,2106-3,Indiana,18.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,43.0,5744213.0,0.7
White,2106-3,Indiana,18.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,30.0,5758280.0,0.5
White,2106-3,Indiana,18.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,30.0,5758280.0,0.5
White,2106-3,Indiana,18.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,5763803.0,
White,2106-3,Indiana,18.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,5763803.0,
White,2106-3,Indiana,18.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,29.0,5780770.0,0.5
White,2106-3,Indiana,18.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,27.0,5780770.0,0.5
White,2106-3,Indiana,18.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25.0,5781775.0,0.4
White,2106-3,Indiana,18.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,24.0,5781775.0,0.4
White,2106-3,Iowa,19.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,2888971.0,
White,2106-3,Iowa,19.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,2888971.0,
White,2106-3,Iowa,19.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,2895505.0,
White,2106-3,Iowa,19.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,2895505.0,
White,2106-3,Kansas,20.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,2508363.0,
White,2106-3,Kansas,20.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,2508363.0,
White,2106-3,Kansas,20.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,2525097.0,
White,2106-3,Kansas,20.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,2525097.0,
White,2106-3,Kansas,20.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,2538944.0,
White,2106-3,Kansas,20.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,2560201.0,
White,2106-3,Kentucky,21.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,3846623.0,
White,2106-3,Kentucky,21.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,3846623.0,
White,2106-3,Kentucky,21.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,3872310.0,
White,2106-3,Kentucky,21.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,3872310.0,
White,2106-3,Kentucky,21.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,3904888.0,
White,2106-3,Kentucky,21.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,3904888.0,
White,2106-3,Kentucky,21.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,3932899.0,
White,2106-3,Kentucky,21.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,3932899.0,
White,2106-3,Kentucky,21.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,3945716.0,
White,2106-3,Kentucky,21.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,3945716.0,
White,2106-3,Kentucky,21.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,22.0,3952664.0,0.6
White,2106-3,Kentucky,21.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,3952664.0,0.6
White,2106-3,Kentucky,21.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,3959768.0,
White,2106-3,Kentucky,21.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,3959768.0,
White,2106-3,Kentucky,21.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,3966164.0,0.6
White,2106-3,Kentucky,21.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,3966164.0,0.6
White,2106-3,Kentucky,21.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,3963276.0,
White,2106-3,Kentucky,21.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,3963276.0,
White,2106-3,Kentucky,21.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,22.0,3963013.0,0.6
White,2106-3,Kentucky,21.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,3963013.0,0.6
White,2106-3,Louisiana,22.0,2004,2004.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,2940900.0,
White,2106-3,Louisiana,22.0,2004,2004.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,2940900.0,
White,2106-3,Louisiana,22.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,2971695.0,
White,2106-3,Louisiana,22.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,17.0,2971695.0,
White,2106-3,Louisiana,22.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,2980699.0,
White,2106-3,Louisiana,22.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,2980699.0,
